Period fertility rates by calendar year, age reached during the year (ARDY) and birth cohort (vertical parallelograms)
Last modified: 11/06/2020
Code Year    ARDY   Cohort        ASFR
KOR  2001     28     1973      0.14958
KOR  2001     29     1972      0.14681
KOR  2001     30     1971      0.13243
KOR  2001     31     1970      0.10987
KOR  2001     32     1969      0.08529
KOR  2001     33     1968      0.06380
KOR  2001     34     1967      0.04667
KOR  2001     35     1966      0.03525
KOR  2001     36     1965      0.02579
KOR  2001     37     1964      0.01856
KOR  2001     38     1963      0.01416
KOR  2001     39     1962      0.00983
KOR  2001     40     1961      0.00625
KOR  2001     41     1960      0.00415
KOR  2001     42     1959      0.00263
KOR  2001     43     1958      0.00167
KOR  2001     44     1957      0.00097
KOR  2001     45     1956      0.00055
KOR  2001     46     1955      0.00036
KOR  2001     47     1954      0.00022
KOR  2001     48     1953      0.00014
KOR  2001     49     1952      0.00011
KOR  2001     50     1951      0.00012
KOR  2001     51     1950      0.00010
KOR  2001     52     1949      0.00005
KOR  2001     53     1948      0.00002
KOR  2001     54     1947      0.00001
KOR  2001     55+    1946-     0.00000
KOR  2002     12-    1990+     0.00000
KOR  2002     13     1989      0.00001
KOR  2002     14     1988      0.00008
KOR  2002     15     1987      0.00023
KOR  2002     16     1986      0.00046
KOR  2002     17     1985      0.00107
KOR  2002     18     1984      0.00244
KOR  2002     19     1983      0.00512
KOR  2002     20     1982      0.00774
KOR  2002     21     1981      0.01087
KOR  2002     22     1980      0.01719
KOR  2002     23     1979      0.02669
KOR  2002     24     1978      0.04631
KOR  2002     25     1977      0.06717
KOR  2002     26     1976      0.08411
KOR  2002     27     1975      0.11171
KOR  2002     28     1974      0.12943
KOR  2002     29     1973      0.13032
KOR  2002     30     1972      0.12055
KOR  2002     31     1971      0.10596
KOR  2002     32     1970      0.08489
KOR  2002     33     1969      0.06334
KOR  2002     34     1968      0.04560
KOR  2002     35     1967      0.03332
KOR  2002     36     1966      0.02538
KOR  2002     37     1965      0.01806
KOR  2002     38     1964      0.01264
KOR  2002     39     1963      0.00944
KOR  2002     40     1962      0.00637
KOR  2002     41     1961      0.00400
KOR  2002     42     1960      0.00257
KOR  2002     43     1959      0.00164
KOR  2002     44     1958      0.00108
KOR  2002     45     1957      0.00062
KOR  2002     46     1956      0.00036
KOR  2002     47     1955      0.00026
KOR  2002     48     1954      0.00018
KOR  2002     49     1953      0.00010
KOR  2002     50     1952      0.00008
KOR  2002     51     1951      0.00008
KOR  2002     52     1950      0.00004
KOR  2002     53     1949      0.00002
KOR  2002     54     1948      0.00001
KOR  2002     55+    1947-     0.00000
KOR  2003     12-    1991+     0.00000
KOR  2003     13     1990      0.00000
KOR  2003     14     1989      0.00007
KOR  2003     15     1988      0.00025
KOR  2003     16     1987      0.00064
KOR  2003     17     1986      0.00145
KOR  2003     18     1985      0.00268
KOR  2003     19     1984      0.00451
KOR  2003     20     1983      0.00679
KOR  2003     21     1982      0.00991
KOR  2003     22     1981      0.01484
KOR  2003     23     1980      0.02307
KOR  2003     24     1979      0.04065
KOR  2003     25     1978      0.06117
KOR  2003     26     1977      0.07937
KOR  2003     27     1976      0.10777
KOR  2003     28     1975      0.13187
KOR  2003     29     1974      0.13764
KOR  2003     30     1973      0.12768
KOR  2003     31     1972      0.11009
KOR  2003     32     1971      0.09116
KOR  2003     33     1970      0.06947
KOR  2003     34     1969      0.04974
KOR  2003     35     1968      0.03519
KOR  2003     36     1967      0.02520
KOR  2003     37     1966      0.01892
KOR  2003     38     1965      0.01348
KOR  2003     39     1964      0.00937
KOR  2003     40     1963      0.00683
KOR  2003     41     1962      0.00434
KOR  2003     42     1961      0.00265
KOR  2003     43     1960      0.00167
KOR  2003     44     1959      0.00100
KOR  2003     45     1958      0.00061
KOR  2003     46     1957      0.00036
KOR  2003     47     1956      0.00024
KOR  2003     48     1955      0.00018
KOR  2003     49     1954      0.00012
KOR  2003     50     1953      0.00010
KOR  2003     51     1952      0.00010
KOR  2003     52     1951      0.00005
KOR  2003     53     1950      0.00002
KOR  2003     54     1949      0.00001
KOR  2003     55+    1948-     0.00000
KOR  2004     12-    1992+     0.00000
KOR  2004     13     1991      0.00000
KOR  2004     14     1990      0.00004
KOR  2004     15     1989      0.00015
KOR  2004     16     1988      0.00041
KOR  2004     17     1987      0.00107
KOR  2004     18     1986      0.00234
KOR  2004     19     1985      0.00466
KOR  2004     20     1984      0.00651
KOR  2004     21     1983      0.00894
KOR  2004     22     1982      0.01387
KOR  2004     23     1981      0.02069
KOR  2004     24     1980      0.03242
KOR  2004     25     1979      0.04957
KOR  2004     26     1978      0.07318
KOR  2004     27     1977      0.10076
KOR  2004     28     1976      0.12230
KOR  2004     29     1975      0.13298
KOR  2004     30     1974      0.12940
KOR  2004     31     1973      0.11462
KOR  2004     32     1972      0.09445
KOR  2004     33     1971      0.07424
KOR  2004     34     1970      0.05472
KOR  2004     35     1969      0.03869
KOR  2004     36     1968      0.02729
KOR  2004     37     1967      0.01919
KOR  2004     38     1966      0.01390
KOR  2004     39     1965      0.00979
KOR  2004     40     1964      0.00656
KOR  2004     41     1963      0.00450
KOR  2004     42     1962      0.00290
KOR  2004     43     1961      0.00170
KOR  2004     44     1960      0.00101
KOR  2004     45     1959      0.00057
KOR  2004     46     1958      0.00035
KOR  2004     47     1957      0.00023
KOR  2004     48     1956      0.00016
KOR  2004     49     1955      0.00012
KOR  2004     50     1954      0.00009
KOR  2004     51     1953      0.00007
KOR  2004     52     1952      0.00003
KOR  2004     53     1951      0.00001
KOR  2004     54     1950      0.00000
KOR  2004     55+    1949-     0.00000
KOR  2005     12-    1993+     0.00000
KOR  2005     13     1992      0.00000
KOR  2005     14     1991      0.00003
KOR  2005     15     1990      0.00013
KOR  2005     16     1989      0.00033
KOR  2005     17     1988      0.00089
KOR  2005     18     1987      0.00204
KOR  2005     19     1986      0.00436
KOR  2005     20     1985      0.00640
KOR  2005     21     1984      0.00822
KOR  2005     22     1983      0.01209
KOR  2005     23     1982      0.01829
KOR  2005     24     1981      0.02692
KOR  2005     25     1980      0.04052
KOR  2005     26     1979      0.06114
KOR  2005     27     1978      0.08705
KOR  2005     28     1977      0.11097
KOR  2005     29     1976      0.12148
KOR  2005     30     1975      0.12046
KOR  2005     31     1974      0.11004
KOR  2005     32     1973      0.09352
KOR  2005     33     1972      0.07422
KOR  2005     34     1971      0.05640
KOR  2005     35     1970      0.04094
KOR  2005     36     1969      0.02839
KOR  2005     37     1968      0.01975
KOR  2005     38     1967      0.01363
KOR  2005     39     1966      0.00954
KOR  2005     40     1965      0.00655
KOR  2005     41     1964      0.00430
KOR  2005     42     1963      0.00296
KOR  2005     43     1962      0.00172
KOR  2005     44     1961      0.00096
KOR  2005     45     1960      0.00057
KOR  2005     46     1959      0.00033
KOR  2005     47     1958      0.00020
KOR  2005     48     1957      0.00012
KOR  2005     49     1956      0.00009
KOR  2005     50     1955      0.00009
KOR  2005     51     1954      0.00010
KOR  2005     52     1953      0.00006
KOR  2005     53     1952      0.00002
KOR  2005     54     1951      0.00001
KOR  2005     55+    1950-     0.00000
KOR  2006     12-    1994+     0.00000
KOR  2006     13     1993      0.00000
KOR  2006     14     1992      0.00004
KOR  2006     15     1991      0.00014
KOR  2006     16     1990      0.00029
KOR  2006     17     1989      0.00081
KOR  2006     18     1988      0.00209
KOR  2006     19     1987      0.00466
KOR  2006     20     1986      0.00715
KOR  2006     21     1985      0.00915
KOR  2006     22     1984      0.01267
KOR  2006     23     1983      0.01767
KOR  2006     24     1982      0.02576
KOR  2006     25     1981      0.03710
KOR  2006     26     1980      0.05595
KOR  2006     27     1979      0.08292
KOR  2006     28     1978      0.10919
KOR  2006     29     1977      0.12428
KOR  2006     30     1976      0.12678
KOR  2006     31     1975      0.12009
KOR  2006     32     1974      0.10373
KOR  2006     33     1973      0.08283
KOR  2006     34     1972      0.06256
KOR  2006     35     1971      0.04669
KOR  2006     36     1970      0.03304
KOR  2006     37     1969      0.02264
KOR  2006     38     1968      0.01542
KOR  2006     39     1967      0.01032
KOR  2006     40     1966      0.00714
KOR  2006     41     1965      0.00457
KOR  2006     42     1964      0.00279
KOR  2006     43     1963      0.00176
KOR  2006     44     1962      0.00096
KOR  2006     45     1961      0.00050
KOR  2006     46     1960      0.00031
KOR  2006     47     1959      0.00021
KOR  2006     48     1958      0.00011
KOR  2006     49     1957      0.00005
KOR  2006     50     1956      0.00005
KOR  2006     51     1955      0.00005
KOR  2006     52     1954      0.00003
KOR  2006     53     1953      0.00001
KOR  2006     54     1952      0.00000
KOR  2006     55+    1951-     0.00000
KOR  2007     12-    1995+     0.00000
KOR  2007     13     1994      0.00000
KOR  2007     14     1993      0.00001
KOR  2007     15     1992      0.00003
KOR  2007     16     1991      0.00017
KOR  2007     17     1990      0.00068
KOR  2007     18     1989      0.00166
KOR  2007     19     1988      0.00505
KOR  2007     20     1987      0.00934
KOR  2007     21     1986      0.01140
KOR  2007     22     1985      0.01491
KOR  2007     23     1984      0.01968
KOR  2007     24     1983      0.02755
KOR  2007     25     1982      0.03972
KOR  2007     26     1981      0.05742
KOR  2007     27     1980      0.08507
KOR  2007     28     1979      0.11588
KOR  2007     29     1978      0.13512
KOR  2007     30     1977      0.13818
KOR  2007     31     1976      0.13049
KOR  2007     32     1975      0.11755
KOR  2007     33     1974      0.09731
KOR  2007     34     1973      0.07515
KOR  2007     35     1972      0.05559
KOR  2007     36     1971      0.04076
KOR  2007     37     1970      0.02845
KOR  2007     38     1969      0.01896
KOR  2007     39     1968      0.01233
KOR  2007     40     1967      0.00794
KOR  2007     41     1966      0.00545
KOR  2007     42     1965      0.00340
KOR  2007     43     1964      0.00187
KOR  2007     44     1963      0.00111
KOR  2007     45     1962      0.00058
KOR  2007     46     1961      0.00028
KOR  2007     47     1960      0.00016
KOR  2007     48     1959      0.00010
KOR  2007     49     1958      0.00010
KOR  2007     50     1957      0.00008
KOR  2007     51     1956      0.00005
KOR  2007     52     1955      0.00003
KOR  2007     53     1954      0.00001
KOR  2007     54     1953      0.00000
KOR  2007     55+    1952-     0.00000
KOR  2008     12-    1996+     0.00000
KOR  2008     13     1995      0.00000
KOR  2008     14     1994      0.00006
KOR  2008     15     1993      0.00017
KOR  2008     16     1992      0.00032
KOR  2008     17     1991      0.00068
KOR  2008     18     1990      0.00135
KOR  2008     19     1989      0.00350
KOR  2008     20     1988      0.00774
KOR  2008     21     1987      0.01126
KOR  2008     22     1986      0.01463
KOR  2008     23     1985      0.01887
KOR  2008     24     1984      0.02525
KOR  2008     25     1983      0.03538
KOR  2008     26     1982      0.05084
KOR  2008     27     1981      0.07228
KOR  2008     28     1980      0.09922
KOR  2008     29     1979      0.12131
KOR  2008     30     1978      0.13104
